StartTime	EndTime	Value
3701220	3703540	medium shot
3703540	3706900	medium shot
3706900	3710940	medium shot
3710940	3712700	medium closeup
3712700	3713740	medium long shot
3713740	3715380	medium closeup
3715380	3717620	medium long shot
3717620	3721980	medium shot
3721980	3723780	closeup
3723780	3725980	medium long shot
3725980	3727780	medium long shot
3727780	3731820	closeup
3731820	3734180	medium closeup
3734180	3737460	medium closeup
3737460	3739540	medium closeup
3739540	3744220	medium closeup
3744220	3745900	medium shot
3745900	3746780	medium closeup
3746780	3748220	medium closeup
3748220	3752180	medium shot
3752180	3753900	medium closeup
3753900	3757540	medium closeup
3757540	3759900	medium shot
3759900	3765180	medium shot
3765180	3777140	medium shot
3777140	3780300	medium shot
3780300	3809940	medium shot
3809940	3821900	medium shot,[TO],medium closeup
3821900	3828940	shoulder closeup,[TO],medium shot
3828940	3841660	long shot
3841660	3844380	medium closeup
3844380	3846500	medium shot
3846500	3849300	medium closeup
3849300	3852140	medium long shot
3852140	3863660	medium long shot,[TO],medium shot
3863660	3866460	medium closeup
3866460	3867900	medium shot
3867900	3871300	medium closeup
3871300	3874020	medium long shot
3874020	3877020	long shot
3877020	3881620	medium shot
3881620	3885940	medium closeup
3885940	3893660	long shot
3893660	3895460	medium closeup
3895460	3897340	medium long shot
3897340	3900020	shoulder closeup
3900020	3901580	medium closeup
3901580	3905660	shoulder closeup
3905660	3910580	shoulder closeup
3910580	3912740	shoulder closeup
3912740	3916620	shoulder closeup
3916620	3926500	medium long shot
3926500	3958140	medium shot
3958140	3960260	medium closeup
3960260	3963340	medium shot
3963340	3966380	medium closeup
3966380	3971540	medium shot
3971540	3995700	medium closeup
3995700	4000220	medium long shot
4000220	4003660	medium closeup
4003660	4020620	long shot,[TO],medium long shot
4020620	4030060	medium closeup
4030060	4036420	medium closeup
4036420	4040460	medium closeup
4040460	4046980	medium closeup
4046980	4052860	medium closeup
4052860	4057460	medium closeup
4057460	4059180	medium closeup
4059180	4063500	medium closeup
4063500	4072780	medium closeup,[TO],medium long shot
4072780	4083540	medium long shot
4083540	4084540	long shot
4084540	4087700	medium long shot
4087700	4090140	medium shot
4090140	4094380	medium long shot
4094380	4100620	medium long shot
4100620	4103020	medium closeup
4103020	4106060	medium closeup
4106060	4107701	medium closeup
4107701	4108540	medium closeup
4108540	4109700	medium closeup
4109700	4110940	medium shot
4110940	4112100	medium closeup
4112100	4114340	medium long shot
4114340	4115500	medium shot
4115500	4116860	medium closeup
4116860	4118140	medium long shot
4118140	4119380	medium closeup
4119380	4120980	medium closeup
4120980	4122180	medium closeup
4122180	4122900	shoulder closeup
4122900	4123660	medium closeup
4123660	4126140	medium shot
4126140	4127380	shoulder closeup
4127380	4129260	medium shot
4129260	4138020	medium closeup
4138020	4140420	medium closeup
4140420	4144380	medium closeup
4144380	4158500	medium closeup
4158500	4160860	medium shot
4160860	4165700	medium closeup
4165700	4167620	shoulder closeup
4167620	4179420	medium closeup,[TO],medium long shot
4179420	4187780	medium shot,[TO],medium closeup
4187780	4196220	medium closeup
4196220	4198260	medium closeup
4198260	4206980	medium closeup
4206980	4208100	medium long shot
4208100	4210180	medium shot
4210180	4214980	medium shot,[TO],shoulder closeup
4214980	4216700	long shot
4216700	4227980	shoulder closeup
4227980	4240340	shoulder closeup
4240340	4246620	shoulder closeup
4246620	4266420	shoulder closeup
4266420	4272940	shoulder closeup
4272940	4282060	shoulder closeup
4282060	4299020	shoulder closeup
4299020	4301700	medium shot
4301700	4307660	medium long shot,[TO],medium closeup
4307660	4311540	medium shot
4311540	4313620	medium closeup
4313620	4316300	medium shot,[TO],medium closeup
4316300	4318100	medium closeup
4318100	4320900	medium closeup
4320900	4322180	medium shot
4322180	4325540	medium closeup
4325540	4327060	medium shot
4327060	4328860	medium closeup
4328860	4333340	medium shot
4333340	4335100	medium closeup
4335100	4337820	medium closeup
4337820	4339660	medium closeup
4339660	4344300	medium shot
4344300	4346020	medium closeup
4346020	4347140	medium shot
4347140	4349340	medium closeup
4349340	4350660	medium closeup
4350660	4354660	medium shot
4354660	4356540	medium closeup
4356540	4371420	medium closeup
4371420	4376300	medium shot
4376300	4381300	medium shot
4381300	4384420	medium long shot
4384420	4388540	medium closeup
4388540	4393700	medium long shot
4393700	4404420	medium closeup,[TO],shoulder closeup
4404420	4406780	medium closeup
4406780	4412540	medium long shot
4412540	4419580	medium shot
4419580	4422900	long shot
4422900	4444460	medium shot,[TO],medium long shot
4444460	4455740	medium closeup
4455740	4459780	medium closeup
4459780	4461980	medium closeup
4461980	4465660	medium closeup
4465660	4473900	medium closeup
4473900	4477660	medium long shot
4477660	4486540	medium shot,[TO],medium closeup
4486540	4496500	shoulder closeup,[TO],closeup
4496500	4511340	long shot,[TO],medium shot
4511340	4516340	medium long shot
4516340	4518500	long shot
4518500	4520100	medium closeup
4520100	4522140	medium long shot
4522140	4527740	medium closeup
4527740	4533100	medium closeup
4533100	4542580	medium closeup
4542580	4545060	long shot
4545060	4551220	medium closeup
4551220	4554020	medium closeup
4554020	4565580	medium closeup
4565580	4567540	medium closeup
